index,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,loan_to_income_ratio,loan_to_emp_length_ratio,int_rate_to_loan_amt_ratio,credit_risk_score,risk_category
18176,30,150000,RENT,5.0,DEBTCONSOLIDATION,C,25000,12.53,0,0.17,N,6,26-35,high,very large,0.16666666666666666,0.0002,0.0005011999999999999,0.06434448482001436,Low Risk
18177,30,16000,MORTGAGE,2.0,MEDICAL,A,7275,5.42,1,0.45,N,10,26-35,low,medium,0.4546875,0.000274914089347079,0.0007450171821305842,0.8270056083474067,High Risk
18178,31,138000,RENT,0.0,VENTURE,D,25000,13.24,1,0.18,N,7,26-35,high,very large,0.18115942028985507,0.0,0.0005296,0.22708231278474553,Low Risk
18179,33,16000,MORTGAGE,0.0,MEDICAL,A,6000,7.14,1,0.38,N,5,26-35,low,medium,0.375,0.0,0.0011899999999999999,0.5300004326863854,Medium Risk
18180,31,139016,RENT,5.0,VENTURE,D,25000,15.37,1,0.18,Y,8,26-35,high,very large,0.17983541462853198,0.0002,0.0006148,0.22159505007156266,Low Risk
18181,30,156000,RENT,5.0,MEDICAL,B,25000,9.88,0,0.16,N,7,26-35,high,very large,0.16025641025641027,0.0002,0.0003952,0.039597384352273515,Low Risk
18182,30,148000,RENT,0.0,EDUCATION,D,25000,15.95,1,0.17,N,8,26-35,high,very large,0.16891891891891891,0.0,0.000638,0.282381694124605,Low Risk
18183,29,163000,RENT,4.0,DEBTCONSOLIDATION,B,25000,9.91,0,0.15,N,5,26-35,high,very large,0.15337423312883436,0.00016,0.0003964,0.05885971056125296,Low Risk
18184,30,170000,RENT,14.0,EDUCATION,D,25000,15.2,0,0.15,N,8,26-35,high,very large,0.14705882352941177,0.00056,0.0006079999999999999,0.1565130805663735,Low Risk
18185,27,170000,RENT,11.0,PERSONAL,D,25000,16.32,0,0.15,N,10,26-35,high,very large,0.14705882352941177,0.00044,0.0006528,0.22330510071789303,Low Risk
18187,30,170000,RENT,14.0,HOMEIMPROVEMENT,D,25000,15.21,0,0.15,N,5,26-35,high,very large,0.14705882352941177,0.00056,0.0006084,0.31425749420324267,Medium Risk
18188,29,175000,RENT,1.0,PERSONAL,B,25000,10.74,0,0.14,N,5,26-35,high,very large,0.14285714285714285,4e-05,0.00042960000000000003,0.0321198907184314,Low Risk
18189,32,162000,RENT,5.0,VENTURE,A,20000,6.99,0,0.12,N,9,26-35,high,very large,0.12345679012345678,0.00025,0.0003495,0.014764568311382932,Low Risk
18190,28,127500,MORTGAGE,5.0,MEDICAL,E,20000,17.04,1,0.13,Y,8,26-35,high,very large,0.1568627450980392,0.00025,0.000852,0.6230698328685415,High Risk
18191,29,160800,RENT,3.0,VENTURE,B,4800,10.99,0,0.03,N,5,26-35,high,small,0.029850746268656716,0.000625,0.0022895833333333336,0.02363141099684411,Low Risk
18192,27,160669,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8000,11.36,0,0.05,N,9,26-35,high,medium,0.04979180800278834,0.000375,0.0014199999999999998,0.029971595269054435,Low Risk
18193,30,148000,RENT,2.0,EDUCATION,E,22200,19.42,1,0.15,N,8,26-35,high,very large,0.15,9.009009009009009e-05,0.0008747747747747749,0.3521000181774737,Medium Risk
18194,29,125800,RENT,11.0,MEDICAL,D,9000,16.77,1,0.06,N,8,26-35,high,medium,0.07154213036565978,0.0012222222222222222,0.0018633333333333334,0.5638637730181141,Medium Risk
18195,28,178000,RENT,5.0,EDUCATION,D,25000,14.46,1,0.14,Y,7,26-35,high,very large,0.1404494382022472,0.0002,0.0005784000000000001,0.19458141407624394,Low Risk
18196,32,227500,RENT,3.0,MEDICAL,C,25000,12.53,0,0.11,N,5,26-35,high,very large,0.10989010989010989,0.00012,0.0005011999999999999,0.03254184770914583,Low Risk
18197,27,223000,RENT,2.0,EDUCATION,F,25000,18.3,1,0.11,N,9,26-35,high,very large,0.11210762331838565,8e-05,0.000732,0.30245216643567024,Medium Risk
18198,32,235000,RENT,1.0,PERSONAL,C,25000,12.53,0,0.11,Y,7,26-35,high,very large,0.10638297872340426,4e-05,0.0005011999999999999,0.020930542334471478,Low Risk
18199,33,248735,RENT,4.0,DEBTCONSOLIDATION,D,25000,14.11,1,0.1,Y,6,26-35,high,very large,0.10050857338130943,0.00016,0.0005644,0.2760431017103588,Low Risk
18202,28,78000,RENT,12.0,HOMEIMPROVEMENT,G,24625,18.36,1,0.32,N,5,26-35,high-middle,very large,0.3157051282051282,0.00048730964467005075,0.0007455837563451776,0.9841638763327835,High Risk
18203,30,32004,RENT,1.0,PERSONAL,B,24250,11.12,1,0.76,N,5,26-35,low-middle,very large,0.7577177852768404,4.1237113402061855e-05,0.0004585567010309278,0.9944424229232816,High Risk
18204,30,36000,RENT,3.0,DEBTCONSOLIDATION,C,24250,12.61,1,0.67,Y,7,26-35,low-middle,very large,0.6736111111111112,0.00012371134020618558,0.00052,0.9937736629802177,High Risk
18205,27,160000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,16000,8.49,0,0.1,N,5,26-35,high,very large,0.1,0.0006875,0.0005306250000000001,0.01838646388611933,Low Risk
18207,29,160000,MORTGAGE,9.0,PERSONAL,C,14700,13.43,0,0.09,Y,5,26-35,high,large,0.091875,0.0006122448979591836,0.0009136054421768707,0.01791071322221464,Low Risk
18209,27,160000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,7000,12.23,0,0.04,Y,6,26-35,high,medium,0.04375,0.0017142857142857142,0.0017471428571428573,0.039136587703247024,Low Risk
18210,34,16800,OWN,0.0,PERSONAL,C,1600,13.72,0,0.1,Y,5,26-35,low,small,0.09523809523809523,0.0,0.008575000000000001,0.020985432502167646,Low Risk
18211,27,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.31,1,0.33,Y,8,26-35,middle,very large,0.3277027027027027,0.000288659793814433,0.0006313402061855671,0.8660058073172673,High Risk
18213,28,16800,OWN,5.0,EDUCATION,B,5000,9.88,1,0.3,N,7,26-35,low,small,0.2976190476190476,0.001,0.0019760000000000003,0.054009472509384364,Low Risk
18214,28,148000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,15000,15.65,1,0.1,Y,5,26-35,high,large,0.10135135135135136,0.0,0.0010433333333333334,0.3045611340926526,Medium Risk
18215,30,160000,RENT,0.0,VENTURE,B,8400,11.89,0,0.05,N,6,26-35,high,medium,0.0525,0.0,0.0014154761904761905,0.025672603133524523,Low Risk
18216,27,160000,MORTGAGE,12.0,MEDICAL,C,1500,11.78,0,0.01,Y,6,26-35,high,small,0.009375,0.008,0.007853333333333334,0.11851347704646052,Low Risk
18217,29,160000,RENT,0.0,DEBTCONSOLIDATION,C,15000,13.04,0,0.09,N,5,26-35,high,large,0.09375,0.0,0.0008693333333333333,0.09431488767431455,Low Risk
18218,30,105000,RENT,4.0,VENTURE,D,24250,15.65,0,0.23,N,10,26-35,high,very large,0.23095238095238096,0.00016494845360824742,0.0006453608247422681,0.4033140781833178,Medium Risk
18219,31,118320,RENT,1.0,HOMEIMPROVEMENT,B,24250,12.53,0,0.2,N,5,26-35,high,very large,0.2049526707234618,4.1237113402061855e-05,0.000516701030927835,0.16139483206637767,Low Risk
18220,29,108000,RENT,0.0,PERSONAL,D,24250,16.0,1,0.22,N,9,26-35,high,very large,0.22453703703703703,0.0,0.0006597938144329897,0.59700319224012,Medium Risk
18221,29,126000,RENT,10.0,HOMEIMPROVEMENT,E,24250,16.7,0,0.19,Y,7,26-35,high,very large,0.19246031746031747,0.0004123711340206186,0.0006886597938144329,0.6010915424542762,High Risk
18222,32,17000,OWN,0.0,PERSONAL,D,3200,14.84,1,0.19,N,7,26-35,low,small,0.18823529411764706,0.0,0.0046375,0.26139166832115923,Low Risk
18223,31,105400,RENT,2.0,MEDICAL,D,24250,15.31,1,0.2,N,5,26-35,high,very large,0.23007590132827324,8.247422680412371e-05,0.0006313402061855671,0.8779653125109866,High Risk
18224,27,128000,RENT,11.0,DEBTCONSOLIDATION,D,24250,14.59,1,0.19,N,10,26-35,high,very large,0.189453125,0.0004536082474226804,0.0006016494845360825,0.48408906888751235,Medium Risk
18226,29,148716,RENT,4.0,PERSONAL,C,24250,13.23,0,0.16,Y,9,26-35,high,very large,0.16306248150837838,0.00016494845360824742,0.0005455670103092783,0.055464610531065085,Low Risk
18227,34,168000,RENT,0.0,DEBTCONSOLIDATION,B,24250,11.83,0,0.14,N,10,26-35,high,very large,0.14434523809523808,0.0,0.00048783505154639177,0.07632065621224322,Low Risk
18229,27,47000,RENT,0.0,DEBTCONSOLIDATION,E,24000,17.14,1,0.51,N,5,26-35,low-middle,very large,0.5106382978723404,0.0,0.0007141666666666667,0.9936336518099911,High Risk
18230,35,49000,RENT,2.0,DEBTCONSOLIDATION,D,24000,15.2,1,0.49,N,10,26-35,low-middle,very large,0.4897959183673469,8.333333333333333e-05,0.0006333333333333333,0.9884174819658083,High Risk
18231,28,58000,RENT,12.0,EDUCATION,B,24000,10.75,1,0.41,N,10,26-35,middle,very large,0.41379310344827586,0.0005,0.00044791666666666667,0.4966491838550916,Medium Risk
18232,28,17544,MORTGAGE,2.0,EDUCATION,A,1500,8.63,0,0.09,N,10,26-35,low,small,0.08549931600547196,0.0013333333333333333,0.005753333333333334,0.0399180095238458,Low Risk
18233,28,54000,RENT,1.0,VENTURE,E,24000,16.45,1,0.44,Y,8,26-35,middle,very large,0.4444444444444444,4.1666666666666665e-05,0.0006854166666666666,0.9542307046122971,High Risk
18235,31,17676,OWN,1.0,EDUCATION,D,2500,14.74,0,0.14,N,10,26-35,low,small,0.1414347137361394,0.0004,0.005896,0.1903875390709593,Low Risk
18236,30,65000,RENT,4.0,HOMEIMPROVEMENT,A,24000,7.9,1,0.37,N,5,26-35,middle,very large,0.36923076923076925,0.00016666666666666666,0.0003291666666666667,0.47681454274167456,Medium Risk
18238,31,59712,RENT,0.0,DEBTCONSOLIDATION,E,24000,17.43,1,0.4,N,9,26-35,middle,very large,0.40192926045016075,0.0,0.00072625,0.9726154620445612,High Risk
18239,28,67000,RENT,5.0,DEBTCONSOLIDATION,A,24000,7.49,1,0.36,N,10,26-35,middle,very large,0.3582089552238806,0.00020833333333333335,0.0003120833333333333,0.40864589223339015,Medium Risk
18240,27,18000,OWN,4.0,EDUCATION,A,5000,7.9,1,0.28,N,9,26-35,low,small,0.2777777777777778,0.0008,0.00158,0.033885747163126416,Low Risk
18241,29,72000,RENT,4.0,EDUCATION,A,24000,7.66,1,0.33,N,6,26-35,middle,very large,0.3333333333333333,0.00016666666666666666,0.00031916666666666665,0.20903420525322805,Low Risk
18242,27,72000,RENT,3.0,VENTURE,D,24000,14.96,1,0.33,N,10,26-35,middle,very large,0.3333333333333333,0.000125,0.0006233333333333334,0.764326241300704,High Risk
18243,28,72000,RENT,0.0,MEDICAL,C,24000,13.85,1,0.33,N,5,26-35,middle,very large,0.3333333333333333,0.0,0.0005770833333333333,0.4802087023903039,Medium Risk
18245,27,75860,RENT,9.0,MEDICAL,B,24000,10.99,1,0.32,N,5,26-35,high-middle,very large,0.3163722646981281,0.000375,0.0004579166666666667,0.22461382572290534,Low Risk
18246,27,78000,RENT,4.0,PERSONAL,B,24000,10.99,1,0.31,N,10,26-35,high-middle,very large,0.3076923076923077,0.00016666666666666666,0.0004579166666666667,0.19490853709351333,Low Risk
18247,35,80000,RENT,1.0,PERSONAL,C,24000,13.92,0,0.3,Y,5,26-35,high-middle,very large,0.3,4.1666666666666665e-05,0.00058,0.2484749737297687,Low Risk
18248,32,85000,RENT,4.0,PERSONAL,A,24000,7.9,0,0.28,N,6,26-35,high-middle,very large,0.2823529411764706,0.00016666666666666666,0.0003291666666666667,0.1330890977149867,Low Risk
18250,30,90000,RENT,3.0,MEDICAL,B,24000,11.49,0,0.27,N,6,26-35,high-middle,very large,0.26666666666666666,0.000125,0.00047875,0.1484301158645611,Low Risk
18251,31,95000,RENT,3.0,HOMEIMPROVEMENT,D,24000,13.67,0,0.25,Y,10,26-35,high-middle,very large,0.25263157894736843,0.000125,0.0005695833333333333,0.7568734209493883,High Risk
18252,30,85000,RENT,1.0,PERSONAL,E,24000,16.82,1,0.28,N,8,26-35,high-middle,very large,0.2823529411764706,4.1666666666666665e-05,0.0007008333333333334,0.7634716344792946,High Risk
18253,35,100450,RENT,1.0,PERSONAL,B,24000,12.69,0,0.24,N,7,26-35,high,very large,0.2389248382279741,4.1666666666666665e-05,0.00052875,0.10052122695661785,Low Risk
18254,28,103832,RENT,12.0,EDUCATION,E,24000,16.69,0,0.23,N,5,26-35,high,very large,0.23114261499345096,0.0005,0.0006954166666666668,0.46736564432299976,Medium Risk
18255,35,105000,RENT,6.0,VENTURE,B,24000,9.25,0,0.23,N,7,26-35,high,very large,0.22857142857142856,0.00025,0.00038541666666666667,0.03534405436856961,Low Risk
18256,30,105400,RENT,1.0,DEBTCONSOLIDATION,C,24000,13.11,0,0.23,Y,6,26-35,high,very large,0.22770398481973433,4.1666666666666665e-05,0.00054625,0.1645389615169196,Low Risk
18257,29,110000,RENT,4.0,HOMEIMPROVEMENT,E,24000,18.39,0,0.22,Y,8,26-35,high,very large,0.21818181818181817,0.00016666666666666666,0.00076625,0.6961672448668528,High Risk
18259,31,125004,RENT,13.0,VENTURE,B,24000,9.25,0,0.19,N,8,26-35,high,very large,0.1919938561966017,0.0005416666666666666,0.00038541666666666667,0.023268494930310954,Low Risk
18260,27,18000,MORTGAGE,0.0,VENTURE,A,2000,7.88,0,0.11,N,5,26-35,low,small,0.1111111111111111,0.0,0.00394,0.03216787317274454,Low Risk
18261,32,18000,OWN,0.0,VENTURE,A,4750,7.88,1,0.26,N,6,26-35,low,small,0.2638888888888889,0.0,0.0016589473684210526,0.02769296980054736,Low Risk
18262,31,138000,RENT,0.0,PERSONAL,D,24000,15.65,1,0.17,Y,5,26-35,high,very large,0.17391304347826086,0.0,0.0006520833333333334,0.4083851515294275,Medium Risk
18264,28,75000,RENT,5.0,VENTURE,D,23850,16.29,1,0.32,N,10,26-35,middle,very large,0.318,0.00020964360587002095,0.0006830188679245282,0.6762975726485491,High Risk
18265,29,40000,RENT,2.0,DEBTCONSOLIDATION,B,23500,11.12,1,0.59,N,8,26-35,low-middle,very large,0.5875,8.510638297872341e-05,0.00047319148936170207,0.9661746020101399,High Risk
18267,28,58704,RENT,5.0,DEBTCONSOLIDATION,C,23500,14.72,1,0.4,N,7,26-35,middle,very large,0.4003134369037885,0.0002127659574468085,0.0006263829787234043,0.7434717616512562,High Risk
18268,28,18000,OWN,2.0,MEDICAL,C,6350,13.57,1,0.35,N,5,26-35,low,medium,0.3527777777777778,0.00031496062992125983,0.002137007874015748,0.2821472277500937,Low Risk
18269,29,78200,RENT,5.0,MEDICAL,B,23500,11.36,0,0.3,N,8,26-35,high-middle,very large,0.30051150895140666,0.0002127659574468085,0.0004834042553191489,0.2584342122563962,Low Risk
18270,29,90000,RENT,0.0,VENTURE,B,23475,11.58,0,0.26,N,6,26-35,high-middle,very large,0.2608333333333333,0.0,0.0004932907348242811,0.0873731442542447,Low Risk
18271,28,75000,RENT,3.0,EDUCATION,B,23000,10.51,1,0.31,N,9,26-35,middle,very large,0.30666666666666664,0.00013043478260869564,0.0004569565217391304,0.1580582400354708,Low Risk
18272,30,72000,RENT,2.0,EDUCATION,B,23000,12.18,1,0.32,N,6,26-35,middle,very large,0.3194444444444444,8.695652173913044e-05,0.0005295652173913044,0.22562533405481405,Low Risk
18273,29,91440,RENT,13.0,HOMEIMPROVEMENT,A,23000,6.54,0,0.25,N,7,26-35,high-middle,very large,0.2515310586176728,0.0005652173913043478,0.0002843478260869565,0.13524093481696434,Low Risk
18274,31,112000,RENT,5.0,PERSONAL,B,23000,12.18,0,0.21,N,6,26-35,high,very large,0.20535714285714285,0.0002173913043478261,0.0005295652173913044,0.053231998188868125,Low Risk
18275,27,52000,RENT,0.0,VENTURE,C,22950,13.49,1,0.44,N,9,26-35,middle,very large,0.44134615384615383,0.0,0.0005877995642701525,0.6522137918836189,High Risk
18276,35,49404,RENT,0.0,MEDICAL,A,22750,6.54,1,0.46,N,9,26-35,low-middle,very large,0.46048902922840257,0.0,0.00028747252747252745,0.7333758741321909,High Risk
18277,29,46000,RENT,1.0,DEBTCONSOLIDATION,D,22750,14.46,1,0.49,N,9,26-35,low-middle,very large,0.4945652173913043,4.3956043956043955e-05,0.0006356043956043956,0.9923889118556207,High Risk
18279,28,46500,RENT,2.0,EDUCATION,D,22500,14.96,1,0.48,Y,9,26-35,low-middle,very large,0.4838709677419355,8.888888888888889e-05,0.0006648888888888889,0.9792689724181712,High Risk
18281,35,68231,RENT,3.0,EDUCATION,C,22400,12.99,1,0.33,Y,7,26-35,middle,very large,0.3282965221087189,0.00013392857142857144,0.0005799107142857143,0.2700387431602219,Low Risk
18282,32,73000,RENT,0.0,EDUCATION,B,22400,12.69,1,0.31,N,5,26-35,middle,very large,0.30684931506849317,0.0,0.0005665178571428571,0.19173205556372516,Low Risk
18283,29,58500,RENT,1.0,MEDICAL,D,22000,13.67,1,0.38,N,6,26-35,middle,very large,0.37606837606837606,4.545454545454545e-05,0.0006213636363636364,0.9108426746292142,High Risk
18284,30,75000,RENT,5.0,HOMEIMPROVEMENT,B,22000,10.62,0,0.29,N,10,26-35,middle,very large,0.29333333333333333,0.00022727272727272727,0.0004827272727272727,0.3715295264402809,Medium Risk
18285,31,69000,RENT,1.0,DEBTCONSOLIDATION,D,22000,13.67,1,0.32,Y,7,26-35,middle,very large,0.3188405797101449,4.545454545454545e-05,0.0006213636363636364,0.8766205171796377,High Risk
18286,27,19000,OWN,2.0,HOMEIMPROVEMENT,D,7800,15.58,1,0.41,Y,5,26-35,low,medium,0.4105263157894737,0.0002564102564102564,0.0019974358974358974,0.904212488164928,High Risk
18287,28,80000,RENT,0.0,VENTURE,B,22000,9.76,0,0.28,N,9,26-35,high-middle,very large,0.275,0.0,0.0004436363636363636,0.07966364546673957,Low Risk
18288,31,85000,RENT,6.0,MEDICAL,B,22000,11.58,0,0.26,N,5,26-35,high-middle,very large,0.25882352941176473,0.00027272727272727274,0.0005263636363636363,0.159161863808569,Low Risk
18289,28,92000,RENT,6.0,EDUCATION,B,22000,12.69,0,0.24,N,9,26-35,high-middle,very large,0.2391304347826087,0.00027272727272727274,0.0005768181818181818,0.09082155641240097,Low Risk
18290,27,190000,RENT,5.0,VENTURE,A,22000,6.91,0,0.12,N,10,26-35,high,very large,0.11578947368421053,0.00022727272727272727,0.0003140909090909091,0.008359075035276784,Low Risk
18291,35,60000,RENT,19.0,VENTURE,D,21725,15.62,1,0.36,Y,10,26-35,middle,very large,0.3620833333333333,0.0008745684695051784,0.0007189873417721518,0.7915706133523627,High Risk
18292,27,19200,MORTGAGE,3.0,VENTURE,D,1400,16.77,0,0.07,N,6,26-35,low,small,0.07291666666666667,0.002142857142857143,0.011978571428571429,0.6691770096648899,High Risk
18294,28,83004,RENT,13.0,MEDICAL,A,21600,6.91,0,0.26,N,10,26-35,high-middle,very large,0.26022842272661556,0.0006018518518518519,0.0003199074074074074,0.11706518178163394,Low Risk
18295,33,80001,RENT,6.0,EDUCATION,E,21600,18.64,1,0.27,N,10,26-35,high-middle,very large,0.26999662504218697,0.0002777777777777778,0.0008629629629629629,0.7046313883560047,High Risk
18296,31,120000,RENT,7.0,HOMEIMPROVEMENT,E,21600,19.03,0,0.18,Y,5,26-35,high,very large,0.18,0.00032407407407407406,0.0008810185185185186,0.6332296724775072,High Risk
18297,30,64600,RENT,0.0,MEDICAL,A,21500,6.91,1,0.28,N,10,26-35,middle,very large,0.3328173374613003,0.0,0.0003213953488372093,0.8928506267334214,High Risk
18298,30,132000,RENT,14.0,HOMEIMPROVEMENT,B,21500,10.62,0,0.16,N,8,26-35,high,very large,0.16287878787878787,0.0006511627906976744,0.000493953488372093,0.0751723650742245,Low Risk
18299,33,19200,OWN,2.0,PERSONAL,B,6000,11.99,1,0.31,N,7,26-35,low,medium,0.3125,0.0003333333333333333,0.0019983333333333333,0.11085481177777663,Low Risk
18300,35,40000,RENT,3.0,VENTURE,F,21000,19.41,1,0.53,Y,10,26-35,low-middle,very large,0.525,0.00014285714285714287,0.0009242857142857143,0.9884856549795823,High Risk
18302,33,57500,RENT,2.0,HOMEIMPROVEMENT,D,21000,16.29,1,0.37,Y,5,26-35,middle,very large,0.3652173913043478,9.523809523809524e-05,0.0007757142857142857,0.9399927333718227,High Risk
18303,30,19200,MORTGAGE,2.0,HOMEIMPROVEMENT,C,4750,13.61,1,0.25,Y,8,26-35,low,small,0.24739583333333334,0.0004210526315789474,0.0028652631578947366,0.4507275023195033,Medium Risk
18304,31,66000,RENT,3.0,PERSONAL,B,21000,10.37,1,0.32,N,10,26-35,middle,very large,0.3181818181818182,0.00014285714285714287,0.0004938095238095238,0.2592356102456963,Low Risk
18305,28,68666,RENT,7.0,DEBTCONSOLIDATION,B,21000,12.69,1,0.31,N,8,26-35,middle,very large,0.30582821192438764,0.0003333333333333333,0.0006042857142857142,0.34621481440680113,Medium Risk
18307,31,72000,RENT,6.0,DEBTCONSOLIDATION,B,21000,11.99,1,0.29,N,6,26-35,middle,very large,0.2916666666666667,0.00028571428571428574,0.000570952380952381,0.35375983996400867,Medium Risk
18308,29,80000,RENT,3.0,PERSONAL,B,21000,10.99,0,0.26,N,6,26-35,high-middle,very large,0.2625,0.00014285714285714287,0.0005233333333333333,0.16864561359963195,Low Risk
18309,28,90000,RENT,12.0,PERSONAL,D,21000,14.54,0,0.23,N,9,26-35,high-middle,very large,0.23333333333333334,0.0005714285714285715,0.0006923809523809523,0.5770866910614256,Medium Risk
18310,33,83000,RENT,0.0,DEBTCONSOLIDATION,B,21000,11.71,1,0.25,N,7,26-35,high-middle,very large,0.25301204819277107,0.0,0.0005576190476190477,0.2772169585465204,Low Risk
18311,29,93000,RENT,13.0,EDUCATION,B,21000,12.42,1,0.23,N,10,26-35,high-middle,very large,0.22580645161290322,0.000619047619047619,0.0005914285714285714,0.05925796719784291,Low Risk
18313,29,117000,RENT,6.0,PERSONAL,B,21000,10.65,0,0.18,N,9,26-35,high,very large,0.1794871794871795,0.00028571428571428574,0.0005071428571428572,0.05010866631136707,Low Risk
18314,30,150000,RENT,2.0,VENTURE,B,21000,12.62,0,0.14,N,9,26-35,high,very large,0.14,9.523809523809524e-05,0.0006009523809523809,0.023878940385376995,Low Risk
18315,34,138000,RENT,0.0,HOMEIMPROVEMENT,E,21000,18.79,1,0.15,N,10,26-35,high,very large,0.15217391304347827,0.0,0.0008947619047619047,0.6348373575402453,High Risk
18316,31,32400,RENT,2.0,DEBTCONSOLIDATION,C,20500,11.03,1,0.63,Y,6,26-35,low-middle,very large,0.6327160493827161,9.75609756097561e-05,0.0005380487804878049,0.9902641091730362,High Risk
18317,35,40934,RENT,5.0,EDUCATION,B,20500,12.53,1,0.5,N,6,26-35,low-middle,very large,0.5008061757951825,0.00024390243902439024,0.0006112195121951219,0.8354520235643269,High Risk
18318,28,58200,RENT,11.0,EDUCATION,E,20500,16.82,1,0.35,Y,5,26-35,middle,very large,0.35223367697594504,0.0005365853658536586,0.0008204878048780488,0.8768742453557643,High Risk
18319,35,54000,RENT,0.0,PERSONAL,D,20500,14.61,1,0.38,Y,5,26-35,middle,very large,0.37962962962962965,0.0,0.0007126829268292682,0.9191498341326481,High Risk
18320,33,50000,RENT,0.0,HOMEIMPROVEMENT,A,20400,6.54,1,0.41,N,7,26-35,low-middle,very large,0.408,0.0,0.00032058823529411765,0.6662203780173431,High Risk
18321,29,72000,RENT,8.0,HOMEIMPROVEMENT,B,20400,11.49,0,0.28,N,7,26-35,middle,very large,0.2833333333333333,0.000392156862745098,0.000563235294117647,0.3621507899193101,Medium Risk
18322,31,30372,RENT,2.0,PERSONAL,D,20200,14.74,1,0.67,Y,5,26-35,low-middle,very large,0.665086263663901,9.900990099009902e-05,0.0007297029702970297,0.9983850556055973,High Risk
18323,27,52275,RENT,7.0,MEDICAL,D,20050,17.58,1,0.33,Y,10,26-35,middle,very large,0.3835485413677666,0.00034912718204488776,0.0008768079800498752,0.9972730700229202,High Risk
18324,32,39500,RENT,12.0,DEBTCONSOLIDATION,C,20000,13.11,1,0.51,N,5,26-35,low-middle,very large,0.5063291139240507,0.0006,0.0006554999999999999,0.9146155336046032,High Risk
18325,27,40000,RENT,11.0,DEBTCONSOLIDATION,A,20000,6.91,1,0.5,N,8,26-35,low-middle,very large,0.5,0.00055,0.0003455,0.8735223123719508,High Risk
18326,31,42000,RENT,1.0,VENTURE,C,20000,13.57,1,0.48,N,6,26-35,low-middle,very large,0.47619047619047616,5e-05,0.0006785000000000001,0.7391383350722365,High Risk
18328,30,45000,RENT,3.0,VENTURE,B,20000,11.86,1,0.44,N,7,26-35,low-middle,very large,0.4444444444444444,0.00015,0.000593,0.6767825969351864,High Risk
18329,30,20000,OWN,14.0,HOMEIMPROVEMENT,A,3800,6.99,0,0.19,N,5,26-35,low,small,0.19,0.0036842105263157894,0.0018394736842105264,0.02695047877471471,Low Risk
18330,35,20000,OWN,1.0,VENTURE,A,5500,7.66,0,0.28,N,8,26-35,low,medium,0.275,0.0001818181818181818,0.0013927272727272727,0.018001968036972765,Low Risk
18331,31,20000,OWN,3.0,VENTURE,A,6400,5.42,0,0.32,N,6,26-35,low,medium,0.32,0.00046875,0.000846875,0.03142743651904815,Low Risk
18332,29,20000,OWN,1.0,EDUCATION,A,5000,5.79,0,0.25,N,7,26-35,low,small,0.25,0.0002,0.001158,0.020054326621620204,Low Risk
18333,30,50000,RENT,4.0,VENTURE,C,20000,13.49,1,0.4,N,10,26-35,low-middle,very large,0.4,0.0002,0.0006745,0.5255437186652183,Medium Risk
18336,31,20000,OWN,3.0,VENTURE,B,5000,11.83,0,0.25,N,7,26-35,low,small,0.25,0.0006,0.002366,0.027757757994204182,Low Risk
18338,31,20000,OWN,5.0,VENTURE,B,5000,11.83,0,0.25,N,5,26-35,low,small,0.25,0.001,0.002366,0.026661131585830486,Low Risk
18339,28,20000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000,8.59,0,0.25,N,7,26-35,low,small,0.25,0.0,0.001718,0.3248540592877117,Medium Risk
18340,30,52500,RENT,2.0,HOMEIMPROVEMENT,B,20000,10.37,1,0.38,N,7,26-35,middle,very large,0.38095238095238093,0.0001,0.0005185,0.6879636148112835,High Risk
18341,33,53004,RENT,0.0,PERSONAL,C,20000,13.04,1,0.38,N,10,26-35,middle,very large,0.37733001282922046,0.0,0.0006519999999999999,0.5563478051924463,Medium Risk
18342,28,54000,RENT,2.0,MEDICAL,A,20000,7.9,1,0.37,N,8,26-35,middle,very large,0.37037037037037035,0.0001,0.000395,0.502341546555111,Medium Risk
18343,32,54000,RENT,8.0,VENTURE,B,20000,11.11,1,0.37,N,7,26-35,middle,very large,0.37037037037037035,0.0004,0.0005555,0.3199472235129872,Medium Risk
18344,27,54000,RENT,2.0,MEDICAL,B,20000,10.99,1,0.37,N,8,26-35,middle,very large,0.37037037037037035,0.0001,0.0005495,0.5713267242767901,Medium Risk
18345,35,54996,RENT,12.0,HOMEIMPROVEMENT,A,20000,6.62,1,0.36,N,9,26-35,middle,very large,0.36366281184086113,0.0006,0.000331,0.5293258104344287,Medium Risk
18346,27,55000,RENT,3.0,DEBTCONSOLIDATION,C,20000,13.48,1,0.36,N,9,26-35,middle,very large,0.36363636363636365,0.00015,0.000674,0.7278275137897671,High Risk
18347,32,55000,RENT,2.0,VENTURE,B,20000,11.83,1,0.36,N,7,26-35,middle,very large,0.36363636363636365,0.0001,0.0005915,0.38233614727024484,Medium Risk
